census_subdivision_id,province_id,province,type,municipality,year,source_page_url,document_url,document_path
5933067,59,British Columbia,District,Clearwater,2009,https://districtofclearwater.civicweb.net/filepro/documents/73944/,https://districtofclearwater.civicweb.net/document/4553,lake/59/5933067/financial_statement_2009.pdf
5933067,59,British Columbia,District,Clearwater,2008,https://districtofclearwater.civicweb.net/filepro/documents/73944/,https://districtofclearwater.civicweb.net/document/4552,lake/59/5933067/financial_statement_2008.pdf
5933028,59,British Columbia,Village,Clinton,2024,https://village.clinton.bc.ca/local-government/village-reports-plans/financial-reports/,https://village.clinton.bc.ca/wp-content/uploads/2025/06/2024-Financial-Statements-The-Corporation-of-the-Village-of-Clinton.pdf,lake/59/5933028/financial_statement_2024.pdf
5933028,59,British Columbia,Village,Clinton,2023,https://village.clinton.bc.ca/local-government/village-reports-plans/financial-reports/,https://village.clinton.bc.ca/wp-content/uploads/2024/07/FS-1.pdf,lake/59/5933028/financial_statement_2023.pdf
5933028,59,British Columbia,Village,Clinton,2022,https://village.clinton.bc.ca/local-government/village-reports-plans/financial-reports/,https://village.clinton.bc.ca/wp-content/uploads/2022/01/2019_Financial_Statement.pdf,lake/59/5933028/financial_statement_2022.pdf
5933028,59,British Columbia,Village,Clinton,2020,https://village.clinton.bc.ca/local-government/village-reports-plans/financial-reports/,https://village.clinton.bc.ca/wp-content/uploads/2020/01/2020_Audited_Financial_S_001.pdf,lake/59/5933028/financial_statement_2020.pdf
5933028,59,British Columbia,Village,Clinton,2011,https://village.clinton.bc.ca/local-government/village-reports-plans/financial-reports/,https://village.clinton.bc.ca/wp-content/uploads/2022/11/2021-Financial-Statement_001.pdf,lake/59/5933028/financial_statement_2011.pdf
5937010,59,British Columbia,District,Coldstream,2024,https://www.coldstream.ca/reports-publications,https://www.coldstream.ca/sites/default/files/2025-06/2024%20Annual%20Report.pdf,lake/59/5937010/financial_statement_2024.pdf
5937010,59,British Columbia,District,Coldstream,2022,https://www.coldstream.ca/reports-publications,https://coldstream.civicweb.net/document/93941,lake/59/5937010/financial_statement_2022.pdf
5937010,59,British Columbia,District,Coldstream,2021,https://www.coldstream.ca/reports-publications,https://www.coldstream.ca/sites/default/files/2022-11/2021%20Annual%20Report.pdf,lake/59/5937010/financial_statement_2021.pdf
5937010,59,British Columbia,District,Coldstream,2020,https://www.coldstream.ca/reports-publications,https://www.coldstream.ca/sites/default/files/2022-11/2020%20Annual%20Report.pdf,lake/59/5937010/financial_statement_2020.pdf
5917041,59,British Columbia,City,Colwood,2024,https://www.colwood.ca/local-government/financial-plans-reports,https://www.colwood.ca/media/file/2024-12-31-city-colwood-fs-carupdatedpdf,lake/59/5917041/financial_statement_2024.pdf
5917041,59,British Columbia,City,Colwood,2023,https://www.colwood.ca/local-government/financial-plans-reports,https://www.colwood.ca/sites/default/files/2024-10/2023-12-31%20City%20of%20Colwood%20Financial%20Statements.pdf,lake/59/5917041/financial_statement_2023.pdf
5917041,59,British Columbia,City,Colwood,2022,https://www.colwood.ca/local-government/financial-plans-reports,https://www.colwood.ca/media/25641,lake/59/5917041/financial_statement_2022.pdf
5917041,59,British Columbia,City,Colwood,2021,https://www.colwood.ca/local-government/financial-plans-reports,https://www.colwood.ca/media/25644,lake/59/5917041/financial_statement_2021.pdf
5917041,59,British Columbia,City,Colwood,2020,https://www.colwood.ca/local-government/financial-plans-reports,https://www.colwood.ca/sites/default/files/2024-06/2020%20City%20of%20Colwood%20Financial%20Statements%20signed.pdf,lake/59/5917041/financial_statement_2020.pdf
5917041,59,British Columbia,City,Colwood,2019,https://www.colwood.ca/local-government/financial-plans-reports,https://www.colwood.ca/media/25652,lake/59/5917041/financial_statement_2019.pdf
5917041,59,British Columbia,City,Colwood,2018,https://www.colwood.ca/local-government/financial-plans-reports,https://www.colwood.ca/media/25654,lake/59/5917041/financial_statement_2018.pdf
5917041,59,British Columbia,City,Colwood,2017,https://www.colwood.ca/local-government/financial-plans-reports,https://www.colwood.ca/media/25657,lake/59/5917041/financial_statement_2017.pdf
5917041,59,British Columbia,City,Colwood,2016,https://www.colwood.ca/local-government/financial-plans-reports,https://www.colwood.ca/media/25662,lake/59/5917041/financial_statement_2016.pdf
5917041,59,British Columbia,City,Colwood,2015,https://www.colwood.ca/local-government/financial-plans-reports,https://www.colwood.ca/media/25665,lake/59/5917041/financial_statement_2015.pdf
5917041,59,British Columbia,City,Colwood,2014,https://www.colwood.ca/local-government/financial-plans-reports,https://www.colwood.ca/media/25667,lake/59/5917041/financial_statement_2014.pdf
5926005,59,British Columbia,Town,Comox,2024,https://www.comox.ca/financialstatements,https://www.comox.ca/sites/default/files/2025-05/2024%20Audited%20consolidated%20financial%20statements.pdf,lake/59/5926005/financial_statement_2024.pdf
5926005,59,British Columbia,Town,Comox,2023,https://www.comox.ca/financialstatements,https://www.comox.ca/sites/default/files/2024-07/2023%20Town%20of%20Comox%20Audited%20Financial%20Statements%20%282%29.pdf,lake/59/5926005/financial_statement_2023.pdf
5926005,59,British Columbia,Town,Comox,2022,https://www.comox.ca/financialstatements,https://www.comox.ca/sites/default/files/2023-11/2022FinancialStatements_Final_20231115_Note16Fix.pdf,lake/59/5926005/financial_statement_2022.pdf
5926005,59,British Columbia,Town,Comox,2021,https://www.comox.ca/financialstatements,https://www.comox.ca/sites/default/files/2022-07/2021_Financial_Statements.pdf,lake/59/5926005/financial_statement_2021.pdf
BC_RD_09,59,British Columbia,Regional District,Comox Valley,2024,https://www.comoxvalleyrd.ca/about/finance/financial-statements,https://www.comoxvalleyrd.ca/sites/default/files/2024-06/CVRD%20SoFI%202023%20Final%20May%2023_0.pdf,lake/59/BC_RD_09/financial_statement_2024.pdf
BC_RD_09,59,British Columbia,Regional District,Comox Valley,2023,https://www.comoxvalleyrd.ca/about/finance/financial-statements,https://www.comoxvalleyrd.ca/sites/default/files/2023-06/CVRD%20SOFI%202022%20FINAL.pdf,lake/59/BC_RD_09/financial_statement_2023.pdf
BC_RD_09,59,British Columbia,Regional District,Comox Valley,2022,https://www.comoxvalleyrd.ca/about/finance/financial-statements,https://www.comoxvalleyrd.ca/sites/default/files/2022-08/cvrd_financial_statements_2021.pdf,lake/59/BC_RD_09/financial_statement_2022.pdf
BC_RD_09,59,British Columbia,Regional District,Comox Valley,2020,https://www.comoxvalleyrd.ca/about/finance/financial-statements,https://www.comoxvalleyrd.ca/sites/default/files/2025-06/CVRD%20SOFI%20Statements%20Signed%202024.pdf,lake/59/BC_RD_09/financial_statement_2020.pdf
5926010,59,British Columbia,City,Courtenay,2020,https://www.courtenay.ca/city-hall/corporate-information/annual-reports,https://www.courtenay.ca/media/file/courtenay-ann-report-2020-draft,lake/59/5926010/financial_statement_2020.pdf
5926010,59,British Columbia,City,Courtenay,2019,https://www.courtenay.ca/city-hall/corporate-information/annual-reports,https://www.courtenay.ca/media/file/2019-courtenay-annual-report,lake/59/5926010/financial_statement_2019.pdf
5926010,59,British Columbia,City,Courtenay,2018,https://www.courtenay.ca/city-hall/corporate-information/annual-reports,https://www.courtenay.ca/media/file/courtenay-ann-report-2018,lake/59/5926010/financial_statement_2018.pdf
5926010,59,British Columbia,City,Courtenay,2017,https://www.courtenay.ca/city-hall/corporate-information/annual-reports,https://www.courtenay.ca/media/file/courtenay-annual-report-2017,lake/59/5926010/financial_statement_2017.pdf
5926010,59,British Columbia,City,Courtenay,2016,https://www.courtenay.ca/city-hall/corporate-information/annual-reports,https://www.courtenay.ca/media/file/courtenay-annual-report-2016-web,lake/59/5926010/financial_statement_2016.pdf
5926010,59,British Columbia,City,Courtenay,2015,https://www.courtenay.ca/city-hall/corporate-information/annual-reports,https://www.courtenay.ca/media/file/courtenay-ann-report-2015,lake/59/5926010/financial_statement_2015.pdf
5926010,59,British Columbia,City,Courtenay,2014,https://www.courtenay.ca/city-hall/corporate-information/annual-reports,https://www.courtenay.ca/media/file/courtenay-ann-report-2014,lake/59/5926010/financial_statement_2014.pdf
5926010,59,British Columbia,City,Courtenay,2013,https://www.courtenay.ca/city-hall/corporate-information/annual-reports,https://www.courtenay.ca/media/file/courtenay-ann-report-2013,lake/59/5926010/financial_statement_2013.pdf
5926010,59,British Columbia,City,Courtenay,2012,https://www.courtenay.ca/city-hall/corporate-information/annual-reports,https://www.courtenay.ca/media/file/courtenay-ann-report-2012,lake/59/5926010/financial_statement_2012.pdf
5926010,59,British Columbia,City,Courtenay,2011,https://www.courtenay.ca/city-hall/corporate-information/annual-reports,https://www.courtenay.ca/media/file/courtenay-ann-report-2011,lake/59/5926010/financial_statement_2011.pdf
5926010,59,British Columbia,City,Courtenay,2010,https://www.courtenay.ca/city-hall/corporate-information/annual-reports,https://www.courtenay.ca/media/file/courtenay-ann-report-2010,lake/59/5926010/financial_statement_2010.pdf
5926010,59,British Columbia,City,Courtenay,2009,https://www.courtenay.ca/city-hall/corporate-information/annual-reports,https://www.courtenay.ca/media/file/courtenay-annual-report-2009,lake/59/5926010/financial_statement_2009.pdf
5926010,59,British Columbia,City,Courtenay,2008,https://www.courtenay.ca/city-hall/corporate-information/annual-reports,https://www.courtenay.ca/media/file/courtenay-ann-report-2008,lake/59/5926010/financial_statement_2008.pdf
5903004,59,British Columbia,Town,Creston,2024,https://www.creston.ca/annual-report,https://www.creston.ca/sites/default/files/2025-06/Annual%20Report%202024_0_2.pdf,lake/59/5903004/financial_statement_2024.pdf
5926014,59,British Columbia,Village,Cumberland,2024,https://cumberland.ca/annual-report/,https://cumberland.ca/wp-content/uploads/2025/06/Annual-Report-FINAL-2024.pdf,lake/59/5926014/financial_statement_2024.pdf
5926014,59,British Columbia,Village,Cumberland,2023,https://cumberland.ca/annual-report/,https://cumberland.ca/wp-content/uploads/2024/05/2023-Annual-Report-FINAL.pdf,lake/59/5926014/financial_statement_2023.pdf
5926014,59,British Columbia,Village,Cumberland,2022,https://cumberland.ca/annual-report/,https://cumberland.ca/wp-content/uploads/2023/06/2022-Annual-Report-FINAL2-Jun-12-2023.pdf,lake/59/5926014/financial_statement_2022.pdf
5926014,59,British Columbia,Village,Cumberland,2020,https://cumberland.ca/annual-report/,https://cumberland.ca/wp-content/uploads/2021/08/2020-Annual-Report-DRAFT-final.pdf,lake/59/5926014/financial_statement_2020.pdf
5926014,59,British Columbia,Village,Cumberland,2019,https://cumberland.ca/annual-report/,https://cumberland.ca/wp-content/uploads/2020/07/2019-Annual-Report-FINAL.pdf,lake/59/5926014/financial_statement_2019.pdf
5926014,59,British Columbia,Village,Cumberland,2017,https://cumberland.ca/annual-report/,https://cumberland.ca/wp-content/uploads/2018/05/2017-Annual-Report-May-28-2018.pdf,lake/59/5926014/financial_statement_2017.pdf
5926014,59,British Columbia,Village,Cumberland,2016,https://cumberland.ca/annual-report/,https://cumberland.ca/wp-content/uploads/2012/05/2017-05-25-Annual-rpt-2016.pdf,lake/59/5926014/financial_statement_2016.pdf
5926014,59,British Columbia,Village,Cumberland,2015,https://cumberland.ca/annual-report/,https://cumberland.ca/wp-content/uploads/2012/05/2015-Annual-Report-DRAFT2.pdf,lake/59/5926014/financial_statement_2015.pdf
5926014,59,British Columbia,Village,Cumberland,2014,https://cumberland.ca/annual-report/,https://cumberland.ca/wp-content/uploads/2012/05/2014-Annual-Report-FINAL.pdf,lake/59/5926014/financial_statement_2014.pdf
5926014,59,British Columbia,Village,Cumberland,2013,https://cumberland.ca/annual-report/,https://cumberland.ca/wp-content/uploads/2012/05/2013-VoC-Annual-Report.pdf,lake/59/5926014/financial_statement_2013.pdf
5926014,59,British Columbia,Village,Cumberland,2012,https://cumberland.ca/annual-report/,https://cumberland.ca/wp-content/uploads/2012/05/2012-Annual-Report-may-28-2013.pdf,lake/59/5926014/financial_statement_2012.pdf
5926014,59,British Columbia,Village,Cumberland,2011,https://cumberland.ca/annual-report/,https://cumberland.ca/wp-content/uploads/2012/05/2011-Annual-Report-may-28-2012.pdf,lake/59/5926014/financial_statement_2011.pdf
5955014,59,British Columbia,City,Dawson Creek,2024,https://dawsoncreek.civicweb.net/filepro/documents/133231/,https://dawsoncreek.civicweb.net/document/153466,lake/59/5955014/financial_statement_2024.pdf
5955014,59,British Columbia,City,Dawson Creek,2023,https://dawsoncreek.civicweb.net/filepro/documents/133231/,https://dawsoncreek.civicweb.net/document/144368,lake/59/5955014/financial_statement_2023.pdf
5955014,59,British Columbia,City,Dawson Creek,2022,https://dawsoncreek.civicweb.net/filepro/documents/133231/,https://dawsoncreek.civicweb.net/document/135992,lake/59/5955014/financial_statement_2022.pdf
5955014,59,British Columbia,City,Dawson Creek,2021,https://dawsoncreek.civicweb.net/filepro/documents/133231/,https://dawsoncreek.civicweb.net/document/133454,lake/59/5955014/financial_statement_2021.pdf
5955014,59,British Columbia,City,Dawson Creek,2020,https://dawsoncreek.civicweb.net/filepro/documents/133231/,https://dawsoncreek.civicweb.net/document/133453,lake/59/5955014/financial_statement_2020.pdf
5955014,59,British Columbia,City,Dawson Creek,2019,https://dawsoncreek.civicweb.net/filepro/documents/133231/,https://dawsoncreek.civicweb.net/document/133452,lake/59/5955014/financial_statement_2019.pdf
5955014,59,British Columbia,City,Dawson Creek,2018,https://dawsoncreek.civicweb.net/filepro/documents/133231/,https://dawsoncreek.civicweb.net/document/133451,lake/59/5955014/financial_statement_2018.pdf
5955014,59,British Columbia,City,Dawson Creek,2017,https://dawsoncreek.civicweb.net/filepro/documents/133231/,https://dawsoncreek.civicweb.net/document/133449,lake/59/5955014/financial_statement_2017.pdf
5955014,59,British Columbia,City,Dawson Creek,2016,https://dawsoncreek.civicweb.net/filepro/documents/133231/,https://dawsoncreek.civicweb.net/document/133448,lake/59/5955014/financial_statement_2016.pdf
5955014,59,British Columbia,City,Dawson Creek,2015,https://dawsoncreek.civicweb.net/filepro/documents/133231/,https://dawsoncreek.civicweb.net/document/133447,lake/59/5955014/financial_statement_2015.pdf
5955014,59,British Columbia,City,Dawson Creek,2014,https://dawsoncreek.civicweb.net/filepro/documents/133231/,https://dawsoncreek.civicweb.net/document/133446,lake/59/5955014/financial_statement_2014.pdf
5955014,59,British Columbia,City,Dawson Creek,2013,https://dawsoncreek.civicweb.net/filepro/documents/133231/,https://dawsoncreek.civicweb.net/document/133443,lake/59/5955014/financial_statement_2013.pdf
5955014,59,British Columbia,City,Dawson Creek,2012,https://dawsoncreek.civicweb.net/filepro/documents/133231/,https://dawsoncreek.civicweb.net/document/133442,lake/59/5955014/financial_statement_2012.pdf
5955014,59,British Columbia,City,Dawson Creek,2011,https://dawsoncreek.civicweb.net/filepro/documents/133231/,https://dawsoncreek.civicweb.net/document/133441,lake/59/5955014/financial_statement_2011.pdf
5955014,59,British Columbia,City,Dawson Creek,2010,https://dawsoncreek.civicweb.net/filepro/documents/133231/,https://dawsoncreek.civicweb.net/document/133440,lake/59/5955014/financial_statement_2010.pdf
5955014,59,British Columbia,City,Dawson Creek,2009,https://dawsoncreek.civicweb.net/filepro/documents/133231/,https://dawsoncreek.civicweb.net/document/133439,lake/59/5955014/financial_statement_2009.pdf
5955014,59,British Columbia,City,Dawson Creek,2008,https://dawsoncreek.civicweb.net/filepro/documents/133231/,https://dawsoncreek.civicweb.net/document/133438,lake/59/5955014/financial_statement_2008.pdf
5955014,59,British Columbia,City,Dawson Creek,2007,https://dawsoncreek.civicweb.net/filepro/documents/133231/,https://dawsoncreek.civicweb.net/document/133436,lake/59/5955014/financial_statement_2007.pdf
5955014,59,British Columbia,City,Dawson Creek,2006,https://dawsoncreek.civicweb.net/filepro/documents/133231/,https://dawsoncreek.civicweb.net/document/133255,lake/59/5955014/financial_statement_2006.pdf
5955014,59,British Columbia,City,Dawson Creek,2005,https://dawsoncreek.civicweb.net/filepro/documents/133231/,https://dawsoncreek.civicweb.net/document/133254,lake/59/5955014/financial_statement_2005.pdf
5915011,59,British Columbia,District,Delta,2024,https://www.delta.ca/city-hall/municipal-information/financial-information,https://www.delta.ca/media/4044,lake/59/5915011/financial_statement_2024.pdf
5915011,59,British Columbia,District,Delta,2023,https://www.delta.ca/city-hall/municipal-information/financial-information,https://www.delta.ca/media/3699,lake/59/5915011/financial_statement_2023.pdf
5915011,59,British Columbia,District,Delta,2022,https://www.delta.ca/city-hall/municipal-information/financial-information,https://www.delta.ca/media/3698,lake/59/5915011/financial_statement_2022.pdf
5915011,59,British Columbia,District,Delta,2021,https://www.delta.ca/city-hall/municipal-information/financial-information,https://www.delta.ca/media/3697,lake/59/5915011/financial_statement_2021.pdf
5915011,59,British Columbia,District,Delta,2020,https://www.delta.ca/city-hall/municipal-information/financial-information,https://www.delta.ca/media/3696,lake/59/5915011/financial_statement_2020.pdf
5915011,59,British Columbia,District,Delta,2019,https://www.delta.ca/city-hall/municipal-information/financial-information,https://www.delta.ca/media/3695,lake/59/5915011/financial_statement_2019.pdf
5915011,59,British Columbia,District,Delta,2018,https://www.delta.ca/city-hall/municipal-information/financial-information,https://www.delta.ca/media/3694,lake/59/5915011/financial_statement_2018.pdf
5915011,59,British Columbia,District,Delta,2017,https://www.delta.ca/city-hall/municipal-information/financial-information,https://www.delta.ca/media/3692,lake/59/5915011/financial_statement_2017.pdf
5919012,59,British Columbia,City,Duncan,2024,https://duncan.ca/city-hall/mayor-council/reports-and-publications/,https://duncan.ca/wp-content/uploads/2025/06/Dunc_2024_Annual_Jun_2025_lr-compress.pdf,lake/59/5919012/financial_statement_2024.pdf
5919012,59,British Columbia,City,Duncan,2023,https://duncan.ca/city-hall/mayor-council/reports-and-publications/,https://duncan.civicweb.net/document/197998/Annual%20Report%202023.pdf?handle=3961FBB920654FAE946C8A18F563FF2B,lake/59/5919012/financial_statement_2023.pdf
5919012,59,British Columbia,City,Duncan,2022,https://duncan.ca/city-hall/mayor-council/reports-and-publications/,https://duncan.ca/wp-content/uploads/dlm_uploads/2023/06/Dunc_2022_Annual_Jun2_23_lo-res.pdf,lake/59/5919012/financial_statement_2022.pdf
5919012,59,British Columbia,City,Duncan,2021,https://duncan.ca/city-hall/mayor-council/reports-and-publications/,https://duncan.ca/wp-content/uploads/dlm_uploads/2022/06/City-of-Duncan-2021-Annual-report-FINA-low-resL.pdf,lake/59/5919012/financial_statement_2021.pdf
5919012,59,British Columbia,City,Duncan,2020,https://duncan.ca/city-hall/mayor-council/reports-and-publications/,https://duncan.ca/download/city-of-duncan-annual-report-2020/,lake/59/5919012/financial_statement_2020.pdf
5919012,59,British Columbia,City,Duncan,2019,https://duncan.ca/city-hall/mayor-council/reports-and-publications/,https://duncan.ca/download/annual-report-2019-final-low-res-pdf/,lake/59/5919012/financial_statement_2019.pdf
5919012,59,British Columbia,City,Duncan,2018,https://duncan.ca/city-hall/mayor-council/reports-and-publications/,https://duncan.ca/download/city-of-duncan-2018-v9-3-with-jub_final/,lake/59/5919012/financial_statement_2018.pdf
5919012,59,British Columbia,City,Duncan,2017,https://duncan.ca/city-hall/mayor-council/reports-and-publications/,https://duncan.ca/wp-content/uploads/2018/05/City-of-Duncan-2017-Annual-Report.pdf,lake/59/5919012/financial_statement_2017.pdf
5937033,59,British Columbia,City,Enderby,2024,https://www.cityofenderby.com/category/city-hall-2/administration-and-finance/,https://www.cityofenderby.com/wp-content/uploads/2025/05/2024-Annual-Report.pdf,lake/59/5937033/financial_statement_2024.pdf
5937033,59,British Columbia,City,Enderby,2023,https://www.cityofenderby.com/category/city-hall-2/administration-and-finance/,https://www.cityofenderby.com/wp-content/uploads/2024/05/2023-Annual-Report.pdf,lake/59/5937033/financial_statement_2023.pdf
5937033,59,British Columbia,City,Enderby,2022,https://www.cityofenderby.com/category/city-hall-2/administration-and-finance/,https://www.cityofenderby.com/wp-content/uploads/2023/06/2022-Annual-Report.pdf,lake/59/5937033/financial_statement_2022.pdf
5917040,59,British Columbia,Township,Esquimalt,2024,https://www.esquimalt.ca/government-bylaws/reports-publications/annual-reports,https://www.esquimalt.ca/sites/default/files/2025-06/2024%20annual%20report%20FINAL.pdf,lake/59/5917040/financial_statement_2024.pdf
5917040,59,British Columbia,Township,Esquimalt,2023,https://www.esquimalt.ca/government-bylaws/reports-publications/annual-reports,https://www.esquimalt.ca/sites/default/files/2024-07/2023%20annual%20report-FINAL.pdf,lake/59/5917040/financial_statement_2023.pdf
5917040,59,British Columbia,Township,Esquimalt,2022,https://www.esquimalt.ca/government-bylaws/reports-publications/annual-reports,https://www.esquimalt.ca/sites/default/files/docs/related/Esquimalt_Annual_Report_2023-FINAL.pdf,lake/59/5917040/financial_statement_2022.pdf
5917040,59,British Columbia,Township,Esquimalt,2021,https://www.esquimalt.ca/government-bylaws/reports-publications/annual-reports,https://www.esquimalt.ca/sites/default/files/docs/related/Esquimalt_Annual_Report_2021-final.pdf,lake/59/5917040/financial_statement_2021.pdf
5917040,59,British Columbia,Township,Esquimalt,2020,https://www.esquimalt.ca/government-bylaws/reports-publications/annual-reports,https://www.esquimalt.ca/sites/default/files/docs/related/Esquimalt_Annual_Report_2020-FINAL.pdf,lake/59/5917040/financial_statement_2020.pdf
5917040,59,British Columbia,Township,Esquimalt,2019,https://www.esquimalt.ca/government-bylaws/reports-publications/annual-reports,https://www.esquimalt.ca/sites/default/files/docs/municipal-hall/Esquimalt_Annual_Report_2019-202007-FINAL.pdf,lake/59/5917040/financial_statement_2019.pdf
5917040,59,British Columbia,Township,Esquimalt,2018,https://www.esquimalt.ca/government-bylaws/reports-publications/annual-reports,https://www.esquimalt.ca/sites/default/files/docs/related/Esquimalt_Annual_Report_2019-web_0.pdf,lake/59/5917040/financial_statement_2018.pdf
5917040,59,British Columbia,Township,Esquimalt,2017,https://www.esquimalt.ca/government-bylaws/reports-publications/annual-reports,https://www.esquimalt.ca/sites/default/files/docs/municipal-hall/2018/toe_2017_annual_report_web.pdf,lake/59/5917040/financial_statement_2017.pdf
5917040,59,British Columbia,Township,Esquimalt,2016,https://www.esquimalt.ca/government-bylaws/reports-publications/annual-reports,https://www.esquimalt.ca/sites/default/files/docs/municipal-hall/finance/2017/toe_annual_report_2016_web.pdf,lake/59/5917040/financial_statement_2016.pdf
5917040,59,British Columbia,Township,Esquimalt,2015,https://www.esquimalt.ca/government-bylaws/reports-publications/annual-reports,https://www.esquimalt.ca/sites/default/files/docs/municipal-hall/esquimalt_annual_report_2015_web.pdf,lake/59/5917040/financial_statement_2015.pdf
5917040,59,British Columbia,Township,Esquimalt,2014,https://www.esquimalt.ca/government-bylaws/reports-publications/annual-reports,https://www.esquimalt.ca/sites/default/files/docs/municipal-hall/2014_annual_report_web.pdf,lake/59/5917040/financial_statement_2014.pdf
5917040,59,British Columbia,Township,Esquimalt,2013,https://www.esquimalt.ca/government-bylaws/reports-publications/annual-reports,https://www.esquimalt.ca/sites/default/files/docs/municipal-hall/annual_report_2013_township_of_esquimalt.pdf,lake/59/5917040/financial_statement_2013.pdf
5917040,59,British Columbia,Township,Esquimalt,2012,https://www.esquimalt.ca/government-bylaws/reports-publications/annual-reports,https://www.esquimalt.ca/sites/default/files/docs/municipal-hall/2012_annual_report_web.pdf,lake/59/5917040/financial_statement_2012.pdf
5917040,59,British Columbia,Township,Esquimalt,2011,https://www.esquimalt.ca/government-bylaws/reports-publications/annual-reports,https://www.esquimalt.ca/sites/default/files/docs/municipal-hall/2011_annual_report_for_review.pdf,lake/59/5917040/financial_statement_2011.pdf
5917040,59,British Columbia,Township,Esquimalt,2010,https://www.esquimalt.ca/government-bylaws/reports-publications/annual-reports,https://www.esquimalt.ca/sites/default/files/docs/municipal-hall/2010_annual_report_for_web.pdf,lake/59/5917040/financial_statement_2010.pdf
5917040,59,British Columbia,Township,Esquimalt,2009,https://www.esquimalt.ca/government-bylaws/reports-publications/annual-reports,https://www.esquimalt.ca/sites/default/files/docs/municipal-hall/annual_report_2009_web.pdf,lake/59/5917040/financial_statement_2009.pdf
5917040,59,British Columbia,Township,Esquimalt,2008,https://www.esquimalt.ca/government-bylaws/reports-publications/annual-reports,https://www.esquimalt.ca/sites/default/files/docs/municipal-hall/annual_report_2008_created_june_2009.pdf,lake/59/5917040/financial_statement_2008.pdf
5917040,59,British Columbia,Township,Esquimalt,2007,https://www.esquimalt.ca/government-bylaws/reports-publications/annual-reports,https://www.esquimalt.ca/sites/default/files/docs/municipal-hall/annual_report_2008.pdf,lake/59/5917040/financial_statement_2007.pdf
5951013,59,British Columbia,District,Fort St. James,2024,https://www.fortstjames.ca/government/municipal-reports,https://www.fortstjames.ca/sites/default/files/2025-07/2024%20Annual%20Report%20-%20Approved.pdf,lake/59/5951013/financial_statement_2024.pdf
5951013,59,British Columbia,District,Fort St. James,2023,https://www.fortstjames.ca/government/municipal-reports,https://www.fortstjames.ca/sites/default/files/2025-04/2023%20Annual%20Report_FINAL.pdf,lake/59/5951013/financial_statement_2023.pdf
5951013,59,British Columbia,District,Fort St. James,2022,https://www.fortstjames.ca/government/municipal-reports,https://www.fortstjames.ca/sites/default/files/2025-04/2021%20Annual%20Report.pdf,lake/59/5951013/financial_statement_2022.pdf
5951013,59,British Columbia,District,Fort St. James,2021,https://www.fortstjames.ca/government/municipal-reports,https://www.fortstjames.ca/sites/default/files/2025-04/2021%20Annual%20Report_0.pdf,lake/59/5951013/financial_statement_2021.pdf
5951013,59,British Columbia,District,Fort St. James,2020,https://www.fortstjames.ca/government/municipal-reports,https://www.fortstjames.ca/sites/default/files/2025-04/2020%20Annual%20Report%20FINAL%20V2.pdf,lake/59/5951013/financial_statement_2020.pdf
5951013,59,British Columbia,District,Fort St. James,2019,https://www.fortstjames.ca/government/municipal-reports,https://www.fortstjames.ca/sites/default/files/2025-04/2019%20Annual%20Report.pdf,lake/59/5951013/financial_statement_2019.pdf
5951013,59,British Columbia,District,Fort St. James,2018,https://www.fortstjames.ca/government/municipal-reports,https://www.fortstjames.ca/sites/default/files/2025-04/2018%20Annual%20Report.pdf,lake/59/5951013/financial_statement_2018.pdf
5955034,59,British Columbia,City,Fort St. John,2024,https://www.fortstjohn.ca/local-government/budget-and-finance/annual-reports,https://www.fortstjohn.ca/media/file/annual-report-2024,lake/59/5955034/financial_statement_2024.pdf
5955034,59,British Columbia,City,Fort St. John,2023,https://www.fortstjohn.ca/local-government/budget-and-finance/annual-reports,https://www.fortstjohn.ca/media/file/annual-report-2023,lake/59/5955034/financial_statement_2023.pdf
5955034,59,British Columbia,City,Fort St. John,2022,https://www.fortstjohn.ca/local-government/budget-and-finance/annual-reports,https://www.fortstjohn.ca/media/file/annual-report-2022,lake/59/5955034/financial_statement_2022.pdf
5955034,59,British Columbia,City,Fort St. John,2021,https://www.fortstjohn.ca/local-government/budget-and-finance/annual-reports,https://www.fortstjohn.ca/media/file/annual-report-2021,lake/59/5955034/financial_statement_2021.pdf
5955034,59,British Columbia,City,Fort St. John,2020,https://www.fortstjohn.ca/local-government/budget-and-finance/annual-reports,https://www.fortstjohn.ca/media/file/annual-report-2020,lake/59/5955034/financial_statement_2020.pdf
5955034,59,British Columbia,City,Fort St. John,2019,https://www.fortstjohn.ca/local-government/budget-and-finance/annual-reports,https://www.fortstjohn.ca/media/file/annual-report-2019-web,lake/59/5955034/financial_statement_2019.pdf
5955034,59,British Columbia,City,Fort St. John,2018,https://www.fortstjohn.ca/local-government/budget-and-finance/annual-reports,https://www.fortstjohn.ca/media/file/annual-report-2018-web,lake/59/5955034/financial_statement_2018.pdf
BC_RD_12,59,British Columbia,Regional District,Fraser Valley,2024,https://www.fvrd.ca/EN/main/government/financial-reporting.html,https://www.fvrd.ca/assets/Government/Documents/Financial~Reporting/FVRD 2024 Annual Financial Report (FINAL).pdf,lake/59/BC_RD_12/financial_statement_2024.pdf
BC_RD_12,59,British Columbia,Regional District,Fraser Valley,2023,https://www.fvrd.ca/EN/main/government/financial-reporting.html,https://www.fvrd.ca/assets/Government/Documents/Financial~Reporting/2023 FVRD Consolidated Financial Statements.pdf,lake/59/BC_RD_12/financial_statement_2023.pdf
